img_file,Model_Probabilities,Model_classification,Confidence_classification,BRISQUE,BRISQUE_classification,NIQE,NIQE_classification,ILNIQE,ILNIQE_classification,Laplacian,Laplacian_classification,Sobel,Sobel_classification,FFT,FFT_classification,Overall_classification
852282fe-d307-4a82-ba91-00666f212ec8.png,"[0.018209926784038544, 0.9817901253700256]",sharp,Boa confiança,-2.17266845703125,good quality,4.239194312011096,good quality,45.16886071258128,good quality,8202668.891997631,low quality,7.355369100765306,low quality,186.61354450229948,good quality,good quality
20d18680-f8f3-4d53-aa6f-b7226a4b3316.png,"[0.15206345915794373, 0.8479365110397339]",sharp,Baixa confiança,11.19647216796875,good quality,3.7130362097651353,good quality,44.84943640568164,good quality,4452205.795558077,low quality,10.396176569586167,low quality,169.7528065057026,good quality,good quality
c951764b-5beb-4b40-9692-49443260d5d8.png,"[0.9361271262168884, 0.06387286633253098]",blurred,Baixa confiança,30.08905029296875,good quality,5.053390617133447,good quality,62.8188120241108,good quality,5391354.306132537,low quality,13.224983042112486,low quality,174.71786391382082,good quality,good quality
e48eb153-3fbf-4d67-8376-55df8919c08a.png,"[0.0004905807436443865, 0.9995094537734985]",sharp,Boa confiança,-1.35919189453125,good quality,3.749343950920361,good quality,65.57328948765432,good quality,4762672.3499901965,low quality,11.381063922482571,low quality,186.63405363396717,good quality,good quality
0c13c022-9f05-4df3-b3ab-cac12fe30263.png,"[0.0033058924600481987, 0.9966940879821777]",sharp,Boa confiança,13.18475341796875,good quality,3.9145405021446,good quality,57.87646198500735,good quality,4960756.945514107,low quality,12.306866059180877,low quality,172.74934022060071,good quality,good quality
9dc39425-5a32-47a0-b84a-6d2a53987d05.png,"[0.042203936725854874, 0.9577960968017578]",sharp,Baixa confiança,31.15252685546875,good quality,4.10078692213776,good quality,64.33494632432362,good quality,7595071.343842006,low quality,13.73429897132464,low quality,190.41365801557384,good quality,good quality
9a08a0cf-f45e-40ba-9ac2-4a8204b5429c.png,"[0.2050066739320755, 0.7949934005737305]",sharp,Baixa confiança,19.51141357421875,good quality,4.8210168683581305,good quality,79.37378326863045,good quality,2749146.2206014334,low quality,27.577477184289357,good quality,166.25259609395098,good quality,good quality
a2ac19d2-8e95-4410-8897-b3119f4011e2.png,"[0.11390195786952972, 0.8860980868339539]",sharp,Baixa confiança,12.29461669921875,good quality,7.061210736382367,good quality,74.65596246981107,good quality,5953190.122559227,low quality,11.48420916398967,low quality,185.96087632354005,good quality,good quality
d53b4794-4659-4cb1-b33f-9488e3efd3af.png,"[0.9999896287918091, 1.0368919902248308e-05]",blurred,Boa confiança,53.64471435546875,low quality,10.476782460068026,low quality,135.27019509586242,low quality,341058.4163845387,low quality,18.55175495147705,low quality,133.49454287247386,low quality,low quality
d029c861-609f-4eb6-9823-d680d6020178.png,"[0.5103162527084351, 0.4896838068962097]",blurred,Baixa confiança,27.86199951171875,good quality,3.936806165343889,good quality,62.6723000445738,good quality,1713279.8011563232,low quality,23.303116799101183,low quality,147.95405095978722,good quality,good quality
f0b452c8-5298-4766-9aa1-2558ae4749f4.png,"[0.0009147461969405413, 0.9990853071212769]",sharp,Boa confiança,12.78778076171875,good quality,5.144461844102978,good quality,50.84806433376496,good quality,110860443.82310972,good quality,43.67601299285889,good quality,180.2522237517657,good quality,good quality
bf9431bd-8d23-49e8-a85b-7f04c518f66f.png,"[0.005207947455346584, 0.9947920441627502]",sharp,Boa confiança,27.70281982421875,good quality,4.28642902470457,good quality,62.922675118574745,good quality,26680676.828635413,low quality,30.81581401824951,good quality,166.1436708202058,good quality,good quality
2fda4995-a786-40ba-b0a8-b71ef26ae262.png,"[0.0005790244904346764, 0.9994210004806519]",sharp,Boa confiança,14.10076904296875,good quality,3.4870601713711573,good quality,54.172253795657234,good quality,4980472.83003292,low quality,13.28408668154762,low quality,153.12298867649048,good quality,good quality
a2dca43d-e995-4aa6-91bb-edb679d9a545.png,"[0.002746504731476307, 0.9972534775733948]",sharp,Boa confiança,19.93670654296875,good quality,4.798482303219487,good quality,84.8557431891473,good quality,8440856.714563264,low quality,24.52506622504969,low quality,161.7399846361802,good quality,good quality
976fbf0a-ae41-40c4-a6c2-859d5ff08862.png,"[0.13286571204662323, 0.8671343326568604]",sharp,Baixa confiança,7.81561279296875,good quality,5.914320825831724,good quality,45.24236370931034,good quality,4866751.039457519,low quality,5.987347602844238,low quality,146.5371490183622,good quality,good quality
280bed59-824a-434a-b6d5-5578f00cd25f.png,"[0.7324807643890381, 0.2675192058086395]",blurred,Baixa confiança,18.07147216796875,good quality,4.436075629568901,good quality,54.86063454022629,good quality,3951579.2239211234,low quality,15.059834480285645,low quality,146.03648692569786,good quality,good quality
a4075ece-4c7b-4ce4-af5a-0350b59db6e3.png,"[0.011170697398483753, 0.9888293147087097]",sharp,Boa confiança,6.19207763671875,good quality,4.41092456115389,good quality,51.48993285537535,good quality,14057008.349013677,low quality,17.873419761657715,low quality,156.54442340546746,good quality,good quality
0500a11e-04a0-4b35-bf12-3fcea8eff614.png,"[0.0022240723483264446, 0.9977759718894958]",sharp,Boa confiança,7.74920654296875,good quality,5.700926445020288,good quality,57.83949005855689,good quality,2934188.824126821,low quality,8.539621353149414,low quality,142.67559280387553,good quality,good quality
3f4b6ee3-0470-4733-a380-43394fa8f188.png,"[0.6246421933174133, 0.37535780668258667]",blurred,Baixa confiança,28.08807373046875,good quality,4.859915117893583,good quality,59.6330888457709,good quality,1642889.168524366,low quality,8.259102821350098,low quality,139.19515117180464,good quality,good quality
af5ff012-38e0-40e5-b864-7cb2998e337a.png,"[0.07782455533742905, 0.9221754670143127]",sharp,Baixa confiança,11.40106201171875,good quality,3.5101784734967576,good quality,55.02250639068958,good quality,3443385.0052446187,low quality,12.31856632232666,low quality,144.31782985268572,good quality,good quality
099142c9-be31-49bd-b590-e53e1a9acb7f.png,"[0.014579742215573788, 0.985420286655426]",sharp,Boa confiança,14.48260498046875,good quality,3.792890744966493,good quality,64.51147946214331,good quality,4599359.883965516,low quality,15.094426155090332,low quality,146.88302539512117,good quality,good quality
8c97f38f-e5a0-42e1-a438-a2c7c104168a.png,"[0.9999845027923584, 1.555429116706364e-05]",blurred,Boa confiança,43.08856201171875,low quality,7.174477337015737,low quality,107.82518439157624,low quality,414742.0293344212,low quality,16.058621406555176,low quality,133.0430542610284,low quality,low quality
233cb866-4e44-4071-a75a-3a7f5483ebaf.png,"[0.9461904168128967, 0.053809553384780884]",blurred,Baixa confiança,42.70819091796875,low quality,5.819235052866598,good quality,63.66737896748969,good quality,3958694.766116871,low quality,10.154911994934082,low quality,147.30655149681195,good quality,low quality
ae1bd6de-0cf9-41ed-80fe-832d088d8cc1.png,"[0.13578587770462036, 0.8642140626907349]",sharp,Baixa confiança,12.92987060546875,good quality,4.005383488336734,good quality,52.77099143494855,good quality,11155003.37077578,low quality,15.755842208862305,low quality,155.02345646964562,good quality,good quality
78ba1df4-6a31-4bbf-83c6-86f3554c551b.png,"[0.9364516139030457, 0.06354838609695435]",blurred,Baixa confiança,33.85369873046875,good quality,5.222661491540232,good quality,69.25913734536982,good quality,1542287.8890334505,low quality,8.2512845993042,low quality,141.8329906403576,good quality,good quality
b4f23565-55e4-4a9c-8aa4-22fd7c8796e1.png,"[0.998753547668457, 0.0012464141473174095]",blurred,Boa confiança,14.09393310546875,good quality,5.426305414330687,good quality,63.54434543945196,good quality,2357070.038500838,low quality,17.7272310256958,low quality,149.47283923088216,good quality,good quality
e4314b79-e59d-4ad9-bb81-508dd8a10ebd.png,"[6.483973265858367e-05, 0.9999351501464844]",sharp,Boa confiança,12.24090576171875,good quality,2.902296994887127,good quality,59.70494473987594,good quality,18251526.24916696,low quality,13.009768518518518,low quality,178.87823298094168,good quality,good quality
46d83b30-b5c8-49db-af6b-18339a1d57d9.png,"[0.011841883882880211, 0.9881581664085388]",sharp,Boa confiança,29.20916748046875,good quality,6.590537915246299,good quality,71.30474514686254,good quality,11994904.625583172,low quality,26.255323126732197,good quality,166.66411888849584,good quality,good quality
154102f4-b590-459f-9a2c-69143b9973ff.png,"[0.8873961567878723, 0.11260389536619186]",blurred,Baixa confiança,25.02655029296875,good quality,5.072052041742759,good quality,80.3684765111548,good quality,1080824.3276584933,low quality,10.172012468004509,low quality,163.8102645469684,good quality,good quality
2e7e6435-4ac6-4564-b7ff-23047edbeadc.png,"[0.7238271832466125, 0.2761727571487427]",blurred,Baixa confiança,18.01190185546875,good quality,4.244153790161408,good quality,90.19163326916932,good quality,948518.5514271256,low quality,28.73607305576552,good quality,143.64111081563797,good quality,good quality
ce340f85-1e6b-4c01-9bc0-7707ba8aa760.png,"[0.624442458152771, 0.3755575716495514]",blurred,Baixa confiança,22.81658935546875,good quality,4.0108670508157696,good quality,70.14575595433146,good quality,974182.4404142168,low quality,12.456222577868315,low quality,154.5055706911966,good quality,good quality
c1ae12e9-f53a-407f-8bc9-e24fb582a2c3.png,"[0.9838067293167114, 0.01619330421090126]",blurred,Boa confiança,18.22528076171875,good quality,4.236510031906493,good quality,74.8272411455786,good quality,2115831.423932104,low quality,18.15369117271297,low quality,164.22578014897007,good quality,good quality
899cc50e-4851-486d-87b6-3027ae285313.png,"[0.9411758184432983, 0.058824148029088974]",blurred,Baixa confiança,10.97869873046875,good quality,4.284315529461043,good quality,74.4174516232692,good quality,3600942.5727184066,low quality,15.475934827437785,low quality,170.71355128720774,good quality,good quality
6ffc641d-615c-45ad-99d7-7a5005036bfc.png,"[0.0013149690348654985, 0.9986850619316101]",sharp,Boa confiança,3.67742919921875,good quality,6.284002551392298,good quality,55.17055981337662,good quality,18605557.578444988,low quality,16.472748586453072,low quality,177.35463956631986,good quality,good quality
d92e536b-1e1d-4e0b-af85-1ab6a9d8326a.png,"[0.9222949147224426, 0.07770510762929916]",blurred,Baixa confiança,21.40740966796875,good quality,6.363951781399604,good quality,51.91179975854964,good quality,603617.6644812588,low quality,9.720194626847652,low quality,153.27025893485157,good quality,good quality
785e258b-6de7-4f36-ba74-e273b769abe2.png,"[0.6735690832138062, 0.32643088698387146]",blurred,Baixa confiança,29.98162841796875,good quality,8.711486327784655,low quality,62.87418873730202,good quality,2013490.8415292844,low quality,7.322484115173848,low quality,167.83852297151435,good quality,low quality
75a1eb13-faa2-4aae-98b5-008529681dfc.png,"[0.11894916743040085, 0.8810508251190186]",sharp,Baixa confiança,20.98406982421875,good quality,4.645921345899755,good quality,66.76996393179837,good quality,2487037.537437405,low quality,8.199875831604004,low quality,144.4002294979776,good quality,good quality
5d2f8d0a-b95d-474b-b07f-5a26ba8173a3.png,"[0.9607669711112976, 0.03923308104276657]",blurred,Baixa confiança,26.79656982421875,good quality,4.587085966362872,good quality,64.11165511566121,good quality,1342441.889540596,low quality,5.402997016906738,low quality,140.75888167633906,good quality,good quality
bb52d864-8da7-4015-af56-aa17de7b49ec.png,"[0.3394845724105835, 0.6605154275894165]",sharp,Baixa confiança,13.09295654296875,good quality,3.554948058250444,good quality,44.4727912619405,good quality,7317988.716570436,low quality,11.274400618446242,low quality,170.3016966249235,good quality,good quality
345a5533-90b8-4fdb-b907-535f1f67696a.png,"[0.9011606574058533, 0.09883937239646912]",blurred,Baixa confiança,49.43524169921875,low quality,9.20698577545606,low quality,72.2664512404213,good quality,2164062.8484679414,low quality,10.28748893737793,low quality,146.14064857527995,good quality,low quality
0b9141b0-5963-4056-8c9e-b5327293e227.png,"[0.26059845089912415, 0.7394015192985535]",sharp,Baixa confiança,21.98358154296875,good quality,4.922033729996628,good quality,58.4478067221041,good quality,5552685.371436157,low quality,10.206311225891112,low quality,150.0894164132844,good quality,good quality
38797b6a-a620-40e3-be28-cb0ac6b1d406.png,"[0.9831399321556091, 0.016860106959939003]",blurred,Boa confiança,29.35369873046875,good quality,5.907943332434363,good quality,48.35301016646146,good quality,4542094.097873956,low quality,9.411506652832031,low quality,146.33531992522737,good quality,good quality
4992541b-28b4-45e0-9e08-2e54d9ba4930.png,"[0.9999853372573853, 1.4635877960245125e-05]",blurred,Boa confiança,38.15203857421875,good quality,7.154520886402367,low quality,105.48215795847403,low quality,318449.1386956534,low quality,12.163910865783691,low quality,135.79796817219437,good quality,low quality
5e0c46a3-b166-486f-98a6-4ebc2323d9dc.png,"[0.65276700258255, 0.34723302721977234]",blurred,Baixa confiança,16.24041748046875,good quality,5.039094686407539,good quality,53.89282738490629,good quality,4055182.1885249023,low quality,13.37474536895752,low quality,146.76113742315349,good quality,good quality
566a21e8-1147-4955-9eec-140195649622.png,"[0.8953001499176025, 0.10469984263181686]",blurred,Baixa confiança,46.18035888671875,low quality,6.81918806126659,good quality,88.00198847192075,good quality,841391.6129666964,low quality,5.655291557312012,low quality,140.04123479996233,good quality,low quality
953ba222-419c-422c-9e22-34ca49a3d326.png,"[0.9999425411224365, 5.75084523006808e-05]",blurred,Boa confiança,42.90740966796875,low quality,10.108180682749005,low quality,121.46193311495082,low quality,266998.9228712471,low quality,10.692320823669434,low quality,133.64908988618456,low quality,low quality
034545ad-7c30-4717-8f7e-f06df0ae3fca.png,"[0.29531824588775635, 0.7046816945075989]",sharp,Baixa confiança,24.26043701171875,good quality,4.556624630884016,good quality,62.198864384367965,good quality,3573895.746142901,low quality,12.22300910949707,low quality,148.07606999436655,good quality,good quality
157c35e1-a69a-4786-a5a2-74368d275006.png,"[0.7636373043060303, 0.23636271059513092]",blurred,Baixa confiança,29.94842529296875,good quality,8.236842979054526,low quality,61.290478784354896,good quality,4311337.745637061,low quality,14.83645725250244,low quality,147.08165169108065,good quality,low quality
9a1c831a-b938-43ce-b73c-83db2caa6123.png,"[0.0007131206220947206, 0.999286949634552]",sharp,Boa confiança,10.69598388671875,good quality,3.895915934312824,good quality,46.8110479975007,good quality,30050071.825018663,good quality,14.169486045837402,low quality,159.1537479657937,good quality,good quality
19ff3840-a689-4df2-94e3-a821a2252de8.png,"[0.032954417169094086, 0.9670456051826477]",sharp,Baixa confiança,18.76678466796875,good quality,4.567782372211317,good quality,79.04630413469566,good quality,4151599.763120215,low quality,26.881434440612797,good quality,144.9565935928135,good quality,good quality
108425d9-1a5d-4443-8b7b-93ab7d07131f.png,"[0.9990785121917725, 0.0009214616729877889]",blurred,Boa confiança,28.88836669921875,good quality,4.832614233212012,good quality,67.64697994858206,good quality,593681.492339693,low quality,16.490193093698384,low quality,140.1135972091973,good quality,good quality
ef4b371a-650a-46bb-ae94-acf74e0a11b5.png,"[0.0014183552702888846, 0.9985816478729248]",sharp,Boa confiança,11.64813232421875,good quality,4.005879701172653,good quality,74.33811193224739,good quality,5944290.762782132,low quality,26.958945274353027,good quality,150.8857935943814,good quality,good quality
910f79a0-6820-4d2c-b6e2-beceb55d4b64.png,"[0.0007815808057785034, 0.9992183446884155]",sharp,Boa confiança,9.68280029296875,good quality,5.090192950895957,good quality,49.73229137949224,good quality,2769020.9743200284,low quality,8.590451432630665,low quality,153.51266630181354,good quality,good quality
e7e5f80f-fd4b-485f-b39a-debdf157a586.png,"[0.6389970183372498, 0.36100295186042786]",blurred,Baixa confiança,63.59637451171875,low quality,12.791583319751693,low quality,82.02081329799165,good quality,22659032.3874681,low quality,29.10267925262451,good quality,160.7465556711084,good quality,low quality
8203ef94-2b0a-4910-ab76-d5dc7058dcaa.png,"[6.841229333076626e-05, 0.9999315738677979]",sharp,Boa confiança,20.00506591796875,good quality,5.752143350805048,good quality,55.61331569619196,good quality,11737838.95861165,low quality,23.6831579208374,low quality,152.6582806541402,good quality,good quality
0c3ea157-ad73-4b8a-9d65-2ef882366983.png,"[0.4322489798069, 0.5677509903907776]",sharp,Baixa confiança,29.54071044921875,good quality,5.064886671931783,good quality,70.88591760817332,good quality,11360288.31066642,low quality,29.21967124938965,good quality,153.09595941338932,good quality,good quality
35e88e4e-947c-4e3a-9017-a2cfa0011ef7.png,"[0.11263960599899292, 0.8873603940010071]",sharp,Baixa confiança,20.08319091796875,good quality,3.75167511680482,good quality,56.43559832362243,good quality,4584616.668030221,low quality,15.216452155036588,low quality,168.40180274885915,good quality,good quality
51de133f-0ae6-4a24-81bf-8312afddcd6e.png,"[0.9973914623260498, 0.00260851695202291]",blurred,Boa confiança,38.53729248046875,good quality,5.19892665252871,good quality,75.79688589608482,good quality,2319541.085170454,low quality,29.025994425548,good quality,167.98164330561335,good quality,good quality
4b789da8-8479-43f5-bdfd-eb6c5da3ec0c.png,"[0.009883643127977848, 0.9901162981987]",sharp,Boa confiança,6.00604248046875,good quality,4.14305215564515,good quality,44.52836747062788,good quality,9656137.212730125,low quality,13.39287463956776,low quality,173.50774201570778,good quality,good quality
6b25eb19-4af2-4de3-8518-d39f1cd8d39c.png,"[0.9847843647003174, 0.015215568244457245]",blurred,Boa confiança,35.66961669921875,good quality,5.73787777908302,good quality,76.95764052199702,good quality,1768128.1861132605,low quality,19.35830638839898,low quality,164.50235966035603,good quality,good quality
ef2e952d-d116-4e66-b1a9-a9de94e0408f.png,"[0.997465968132019, 0.002534046769142151]",blurred,Boa confiança,32.30438232421875,good quality,6.847276619086215,good quality,96.28793975130245,low quality,1504990.966566032,low quality,12.135613942078889,low quality,161.84078005455555,good quality,low quality
b68ad960-fe92-4e7d-a8f5-6548761bf810.png,"[0.8045788407325745, 0.19542120397090912]",blurred,Baixa confiança,28.09393310546875,good quality,5.120124585306171,good quality,71.76439433984213,good quality,7427944.954203144,low quality,16.54198455810547,low quality,154.23856461457297,good quality,good quality
4f519648-15c7-4afe-8678-26ad7e561bdf.png,"[0.0056959823705255985, 0.9943040013313293]",sharp,Boa confiança,-0.84649658203125,good quality,6.419823231174623,good quality,76.20222538718586,good quality,10994733.798363175,low quality,15.46576976776123,low quality,159.8357116373677,good quality,good quality
1e2f65ad-f0c0-41cc-b7c7-09f23d029804.png,"[0.993110179901123, 0.006889800541102886]",blurred,Boa confiança,32.87713623046875,good quality,5.144746451056433,good quality,94.45393982832071,low quality,981670.672193859,low quality,18.5036678314209,low quality,138.42744686753971,good quality,low quality
8dafee81-8507-4d84-8a75-401171c84030.png,"[0.011909577995538712, 0.9880903959274292]",sharp,Boa confiança,2.90643310546875,good quality,6.231897166986001,good quality,64.34772647204574,good quality,25872866.564031266,low quality,34.60312366485596,good quality,168.50529407155338,good quality,good quality
5c167565-7df8-4609-bb4e-443679101db6.png,"[0.9929317235946655, 0.007068304810672998]",blurred,Boa confiança,39.28875732421875,good quality,4.886626892506084,good quality,88.47496850228278,good quality,778954.1767242609,low quality,18.101433753967285,low quality,136.93688572000133,good quality,good quality
add6b60f-cd46-4b9d-89ef-9095653c8b67.png,"[0.563819169998169, 0.4361807405948639]",blurred,Baixa confiança,13.87567138671875,good quality,4.661381931866116,good quality,65.41425898233868,good quality,2260417.6137450347,low quality,12.202444076538086,low quality,144.61311875687542,good quality,good quality
53db16a8-88c6-4eb3-8eae-86aa3191ca15.png,"[0.0004911107826046646, 0.9995088577270508]",sharp,Boa confiança,12.20819091796875,good quality,3.851932965189679,good quality,53.46184403348877,good quality,43268948.3898662,good quality,32.776926040649414,good quality,169.98984735524127,good quality,good quality
d2e3ce4d-3180-40eb-b592-511c4dd2a145.png,"[0.003355444176122546, 0.9966446161270142]",sharp,Boa confiança,18.83172607421875,good quality,7.03764273678392,good quality,74.80458014684889,good quality,34407007.94408296,good quality,34.18307590484619,good quality,171.30193080677356,good quality,good quality
3db9aead-ace2-4639-bd1b-5db87393608a.png,"[7.494378223782405e-05, 0.9999250173568726]",sharp,Boa confiança,50.76385498046875,low quality,7.956502145602757,low quality,73.25982382891483,good quality,40700215.24210699,good quality,32.67793655395508,good quality,170.11363619570432,good quality,good quality
bd9d4044-1e8e-46ba-82bf-88c303418629.png,"[0.9965980648994446, 0.003401976777240634]",blurred,Boa confiança,26.69403076171875,good quality,4.995018128609605,good quality,70.214052206765,good quality,737140.0329381153,low quality,10.139412879943848,low quality,133.99075852546494,low quality,low quality
286ca981-eba4-4c03-8c5d-012d1b8769ae.png,"[0.00143721466884017, 0.998562753200531]",sharp,Boa confiança,2.48651123046875,good quality,3.317486131317469,good quality,57.1158553165892,good quality,17664756.33097444,low quality,24.390053749084476,low quality,159.71025736642557,good quality,good quality
6cd4bbf7-29d0-4b66-86f1-116bbd88e7aa.png,"[0.0004149937885813415, 0.999584972858429]",sharp,Boa confiança,7.56219482421875,good quality,3.779743288343133,good quality,47.8475514972952,good quality,21384957.376885373,low quality,22.947937965393063,low quality,161.7007847874025,good quality,good quality
52f0789d-9ae3-4db5-8bae-8cbcb3af1eed.png,"[0.6783422231674194, 0.3216577470302582]",blurred,Baixa confiança,12.22674560546875,good quality,5.632323444436087,good quality,57.22798651891477,good quality,1590303.0624655634,low quality,7.130471358103427,low quality,155.1202938131825,good quality,good quality
31c41cce-fca2-4ad7-be41-6d57d6333f72.png,"[0.9646105170249939, 0.035389430820941925]",blurred,Baixa confiança,33.81903076171875,good quality,4.694798353331072,good quality,73.09720383060854,good quality,989678.2792027878,low quality,13.704477468077874,low quality,151.44417832227518,good quality,good quality
47767de9-735b-421e-9ff9-20f2dc5d0c3e.png,"[0.49268341064453125, 0.507316529750824]",sharp,Baixa confiança,18.37567138671875,good quality,3.88096027154324,good quality,80.35874283405293,good quality,2730856.486981689,low quality,22.492525100708008,low quality,136.47219313143364,good quality,good quality
f92e6517-dc4c-467a-92f3-152c46da729b.png,"[0.014325497671961784, 0.9856744408607483]",sharp,Boa confiança,5.22235107421875,good quality,3.041488730389992,good quality,47.09697469605148,good quality,8056490.320146546,low quality,23.002358436584476,low quality,141.11453172174632,good quality,good quality
4ae51069-336e-45e8-b1a5-cd4bb7a23e3f.png,"[0.00019300052372273058, 0.9998070597648621]",sharp,Boa confiança,7.12811279296875,good quality,4.809899977811253,good quality,37.53973148114096,good quality,2872844.2607750497,low quality,15.135079917225555,low quality,148.09517599469723,good quality,good quality
90e169e2-e087-4cea-bcc0-efb59102fb9c.png,"[0.0004934678436256945, 0.9995064735412598]",sharp,Boa confiança,20.73260498046875,good quality,5.376814617539443,good quality,40.81990665912386,good quality,1671749.3199567618,low quality,14.795523274124465,low quality,143.48555824186053,good quality,good quality
b167f143-0ad6-4227-9605-85619884c852.png,"[0.9999141693115234, 8.577770495321602e-05]",blurred,Boa confiança,37.54803466796875,good quality,4.951922847061948,good quality,107.38471356671756,low quality,849694.2599532808,low quality,23.056953542733964,low quality,145.359853565016,good quality,low quality
1f90d002-cc81-42b5-878b-7a16b20ffef1.png,"[0.14130166172981262, 0.8586982488632202]",sharp,Baixa confiança,12.97332763671875,good quality,4.955306067679491,good quality,73.34981509968304,good quality,3118577.7816128414,low quality,15.267394327522675,low quality,160.81817472456376,good quality,good quality
e0097aed-3462-4af5-a732-daffa129ebec.png,"[0.9962891340255737, 0.003710914636030793]",blurred,Boa confiança,22.88446044921875,good quality,5.454851896714404,good quality,90.75204825153747,good quality,1464420.5501319908,low quality,13.527983364127545,low quality,161.12792569353098,good quality,good quality
72909389-e380-42d3-95f6-5410ae93a896.png,"[0.9975751042366028, 0.0024249108973890543]",blurred,Boa confiança,36.85467529296875,good quality,6.207076025702161,good quality,76.27918007290138,good quality,812419.7097119155,low quality,11.42439778702609,low quality,153.98283616705152,good quality,good quality
